Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
MERCEDES-BENZ,METRIS PAENGER,SPECIAL PURPOSE VEHICLE,2,4,A,Z,11.5,10.2,10.9,26,248
MERCEDES-BENZ,S 400 4MATIC SWB,MID-SIZE,3,6,A,Z,12.6,8.6,10.8,26,253
MERCEDES-BENZ,S 550 4MATIC SWB,MID-SIZE,4.7,8,A,Z,14.7,9.1,12.2,23,294
MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,A,Z,14.8,9.8,12.5,23,287
MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACT,4.7,8,A,Z,14.4,9.8,12.3,23,289
MERCEDES-BENZ,S 600,FULL-SIZE,6,12,A,Z,17.3,11,14.5,19,340
MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,A,Z,14.6,9.6,12.3,23,289
MERCEDES-BENZ,SLK 300,TWO-SEATER,2,4,A,Z,9.6,7.3,8.5,33,199
MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,A,Z,11.1,8.1,9.8,29,229
MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,A,Z,8.7,6.6,7.7,37,181
MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,M,Z,8.4,6,7.3,39,172
MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,A,Z,8.7,6.6,7.7,37,181
MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,M,Z,8.2,6,7.2,39,170
MINI,COOPER CLUBMAN,MID-SIZE,1.5,3,A,Z,9.4,7,8.3,34,195
MINI,COOPER CLUBMAN,MID-SIZE,1.5,3,M,Z,9.5,6.6,8.2,34,194
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,A,Z,8.7,6.6,7.7,37,181
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,M,Z,8.2,6,7.2,39,170
MINI,COOPER S 3 DOOR,SUBCOMPACT,2,4,A,Z,9.2,7,8.2,34,193
MINI,COOPER S 3 DOOR,SUBCOMPACT,2,4,M,Z,10,7,8.7,32,203
MINI,COOPER S 5 DOOR,SUBCOMPACT,2,4,A,Z,9.2,7,8.2,34,193
MINI,COOPER S 5 DOOR,SUBCOMPACT,2,4,M,Z,10,7,8.7,32,203
MINI,COOPER S CLUBMAN,MID-SIZE,2,4,A,Z,9.7,7,8.5,33,198
MINI,COOPER S CLUBMAN,MID-SIZE,2,4,M,Z,10.6,7.4,9.2,31,215
MINI,COOPER S CONVERTIBLE,MINICOMPACT,2,4,A,Z,9.7,7,8.5,33,198
MINI,COOPER S CONVERTIBLE,MINICOMPACT,2,4,M,Z,10,7,8.7,32,203
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,A,Z,10.1,7.7,9,31,212
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M,Z,9.4,7.6,8.6,33,201
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,A,Z,10.1,7.7,9,31,212
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M,Z,9.4,7.6,8.6,33,201
MINI,JOHN COOPER WORKS,SUBCOMPACT,2,4,A,Z,9.4,7.5,8.5,33,199
MINI,JOHN COOPER WORKS,SUBCOMPACT,2,4,M,Z,10.4,7.7,9.2,31,214
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,A,Z,10.1,7.7,9,31,212
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,M,Z,9.4,7.6,8.6,33,201
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,A,Z,10.1,7.7,9,31,212
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,M,Z,9.4,7.6,8.6,33,201
MITSUBISHI,LANCER,COMPACT,2,4,A,X,8.6,6.8,7.8,36,181
MITSUBISHI,LANCER,COMPACT,2,4,M,X,9.6,7,8.4,34,198
MITSUBISHI,LANCER,COMPACT,2.4,4,A,X,9.8,7.6,8.8,32,204
MITSUBISHI,LANCER,COMPACT,2.4,4,M,X,10.5,7.7,9.2,31,217
MITSUBISHI,LANCER 4WD,COMPACT,2.4,4,A,X,10.2,7.8,9.1,31,210
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,A,X,9.2,7.1,8.3,34,191
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,M,X,9.9,7.2,8.7,32,203
MITSUBISHI,MIRAGE,COMPACT,1.2,3,A,X,6.4,5.3,5.9,48,139
MITSUBISHI,MIRAGE,COMPACT,1.2,3,M,X,7,5.6,6.3,45,147
MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,A,X,9.2,7.5,8.4,34,193
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,A,X,9.7,8.1,9,31,207
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3,6,A,Z,11.9,8.5,10.4,27,238
MITSUBISHI,RVR,SUV - SMALL,2,4,A,X,9.6,7.6,8.7,32,202
MITSUBISHI,RVR,SUV - SMALL,2,4,M,X,10.3,8,9.3,30,214
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,A,X,10.5,8.6,9.6,29,223
NISSAN,370Z,TWO-SEATER,3.7,6,A,Z,12.6,9.2,11.1,25,260
NISSAN,370Z,TWO-SEATER,3.7,6,M,Z,13.3,9.3,11.5,25,269
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,A,Z,13.1,9.6,11.5,25,270
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M,Z,13.6,9.7,11.8,24,278
NISSAN,ALTIMA,MID-SIZE,2.5,4,A,X,8.7,6,7.5,38,176
NISSAN,ALTIMA 3.5,MID-SIZE,3.5,6,A,X,10.3,7.4,9,31,212
NISSAN,ALTIMA SR,MID-SIZE,2.5,4,A,X,8.9,6.3,7.7,37,181
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A,X,13.6,10.4,12.1,23,285
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M,X,12.2,10.2,11.3,25,266
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4,6,A,X,14.8,10.3,12.7,22,300
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,A,X,15.7,11.3,13.7,21,322
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,M,X,15,11.2,13.3,21,313
NISSAN,GT-R,SUBCOMPACT,3.8,6,A,Z,14.3,10.5,12.6,22,294
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,A,Z,8.5,7.2,7.9,36,186
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M,Z,8.5,6.9,7.8,36,183
NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,A,Z,8.8,7.5,8.2,34,194
NISSAN,JUKE NISMO RS,STATION WAGON - SMALL,1.6,4,M,Z,8.9,7.5,8.3,34,194
NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4,A,Z,9.4,8.1,8.8,32,208
NISSAN,MAXIMA,MID-SIZE,3.5,6,A,Z,10.9,7.8,9.5,30,223
NISSAN,MICRA,COMPACT,1.6,4,A,X,8.8,6.6,7.8,36,184
NISSAN,MICRA,COMPACT,1.6,4,M,X,8.6,6.6,7.7,37,182
NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,A,X,11,8.2,9.8,29,230
NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,A,X,11.2,8.3,9.9,29,232
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2,4,A,X,9.7,9,9.4,30,220
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,A,X,11.9,8.6,10.4,27,245
NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,A,X,12.1,8.9,10.7,26,251
NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,A,X,12.7,9,11,26,258
NISSAN,ROGUE,SUV - SMALL,2.5,4,A,X,9.1,7.1,8.2,34,194
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,A,X,9.5,7.4,8.6,33,201
NISSAN,SENTRA,MID-SIZE,1.8,4,A,X,8,6.1,7.2,39,167
NISSAN,SENTRA,MID-SIZE,1.8,4,M,X,8.9,6.6,7.9,36,184
NISSAN,VERSA,MID-SIZE,1.6,4,A,X,7.5,6,6.8,42,161
NISSAN,VERSA,MID-SIZE,1.6,4,M,X,8.6,6.5,7.6,37,179
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,A,Z,11.6,8.4,10.1,28,238
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,M,Z,12.3,8.6,10.6,27,249
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,A,Z,11.5,8.4,10.1,28,236
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,M,Z,12.3,8.7,10.7,26,251
PORSCHE,911 CARRERA GTS,MINICOMPACT,3.8,6,A,Z,12.7,9,11,26,259
PORSCHE,911 CARRERA GTS,MINICOMPACT,3.8,6,M,Z,12.9,9,11.2,25,262
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6,A,Z,12.7,9.2,11.1,25,260
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6,M,Z,13.4,9.3,11.6,24,272
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,A,Z,11.9,8.7,10.5,27,245
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,M,Z,12.4,8.7,10.7,26,252
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,A,Z,12.2,8.7,10.6,27,250
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M,Z,12.5,8.9,10.9,26,255
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,A,Z,11.7,8.5,10.2,28,240
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,M,Z,12.3,8.7,10.7,26,251
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,A,Z,11.9,8.8,10.5,27,246
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,M,Z,12.5,9,10.9,26,257
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6,A,Z,12.7,9.2,11.1,25,260
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6,M,Z,13,9.2,11.3,25,265
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.8,6,A,Z,13.1,9.4,11.4,25,268
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.8,6,M,Z,13.4,9.3,11.6,24,272
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,A,Z,12.2,8.9,10.7,26,251
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,M,Z,12.7,8.9,11,26,258
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,A,Z,12.5,9.1,11,26,257
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,M,Z,12.9,9.2,11.2,25,262
PORSCHE,911 GT3,TWO-SEATER,3.8,6,A,Z,16,11.5,14,20,329
PORSCHE,911 GT3RS,TWO-SEATER,4,6,A,Z,16.3,11.8,14.3,20,334
PORSCHE,911 TARGA 4,MINICOMPACT,3.4,6,A,Z,12.3,8.9,10.8,26,253
PORSCHE,911 TARGA 4,MINICOMPACT,3.4,6,M,Z,12.9,9,11.1,25,261
PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,A,Z,12.8,9.3,11.2,25,260
PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,M,Z,13.1,9.2,11.4,25,267
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,A,Z,13.7,9.6,11.9,24,278
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,A,Z,13.7,9.6,11.9,24,278
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,A,Z,13.7,9.6,11.9,24,278
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,A,Z,13.7,9.6,11.9,24,278
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,A,Z,10.7,7.4,9.2,31,217
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M,Z,11.5,7.9,9.9,29,232
PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,A,Z,10.9,7.7,9.5,30,222
PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,M,Z,12.1,8.9,10.7,26,250
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,A,Z,11.3,7.9,9.8,29,230
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M,Z,11.9,8.6,10.4,27,245
PORSCHE,BOXSTER SPYDER,TWO-SEATER,3.8,6,M,Z,13.1,9.9,11.6,24,272
PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A,Z,13.5,9.7,11.8,24,277
PORSCHE,CAYENNE DIESEL (Modified),SUV - STANDARD,3,6,A,D,11.2,8.4,9.8,29,270
PORSCHE,CAYENNE GTS,SUV - STANDARD,3.6,6,A,Z,14.8,10.4,12.8,22,300
PORSCHE,CAYENNE S,SUV - STANDARD,3.6,6,A,Z,14.3,9.6,12.2,23,286
PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A,Z,16.7,11.2,14.2,20,334
PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A,Z,16.9,11.2,14.3,20,336
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,A,Z,10.7,7.4,9.2,31,217
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,M,Z,11.5,7.9,9.9,29,232
PORSCHE,CAYMAN GT4,TWO-SEATER,3.8,6,M,Z,13.3,10.1,11.8,24,277
PORSCHE,CAYMAN GTS,TWO-SEATER,3.4,6,A,Z,10.9,7.7,9.5,30,222
PORSCHE,CAYMAN GTS,TWO-SEATER,3.4,6,M,Z,12.1,8.9,10.7,26,250
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,A,Z,11.3,7.9,9.8,29,230
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,M,Z,11.9,8.6,10.4,27,245
PORSCHE,MACAN S,SUV - SMALL,3,6,A,Z,13.7,10.3,12.2,23,285
PORSCHE,MACAN TURBO,SUV - SMALL,3.6,6,A,Z,14.2,10.1,12.3,23,287
PORSCHE,PANAERA,FULL-SIZE,3.6,6,A,Z,12.9,8.4,10.9,26,255
PORSCHE,PANAERA GTS,FULL-SIZE,4.8,8,A,Z,15.1,9.7,12.7,22,298
PORSCHE,PANAERA S,FULL-SIZE,3,6,A,Z,13.4,8.8,11.4,25,267
PORSCHE,PANAERA 4,FULL-SIZE,3.6,6,A,Z,13.1,8.7,11.1,25,262
PORSCHE,PANAERA 4S,FULL-SIZE,3,6,A,Z,13.4,8.8,11.4,25,267
PORSCHE,PANAERA 4S EXECUTIVE,FULL-SIZE,3,6,A,Z,13.7,8.9,11.5,25,271
PORSCHE,PANAERA TURBO,FULL-SIZE,4.8,8,A,Z,15.3,9.7,12.8,22,300
PORSCHE,PANAERA TURBO EXECUTIVE,FULL-SIZE,4.8,8,A,Z,15.4,9.8,12.9,22,303
PORSCHE,PANAERA TURBO S,FULL-SIZE,4.8,8,A,Z,15.3,9.7,12.8,22,300
PORSCHE,PANAERA TURBO S EXECUTIVE,FULL-SIZE,4.8,8,A,Z,15.4,9.8,12.9,22,303
RA,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A,X,13.9,9.5,11.9,24,279
RA,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A,E,19.4,13.6,16.8,17,279
RA,1500 HFE,PICKUP TRUCK - STANDARD,3.6,6,A,X,12.9,9.3,11.3,25,264
RA,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A,X,17.1,12,14.8,19,348
RA,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A,X,15.8,10.9,13.6,21,319
RA,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3,6,A,D,11.6,8.4,10.2,28,272
RA,1500 ECODIESEL HFE,PICKUP TRUCK - STANDARD,3,6,A,D,11.3,8,9.8,29,264
RA,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A,X,14.6,10.1,12.6,22,294
RA,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A,E,20.5,14.5,17.8,16,296
RA,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A,X,17.7,12.7,15.4,18,362
RA,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A,X,16.2,11.5,14.1,20,330
RA,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3,6,A,D,12.1,8.8,10.6,27,283
RA,PROMATER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A,X,11.2,8.1,9.8,29,231
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,A,Z,19.2,12.4,16.1,18,373
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,A,Z,19.2,12.4,16.1,18,373
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,A,Z,20.9,12.7,17.2,16,403
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,A,Z,20.7,12.9,17.2,16,404
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,A,Z,20.9,12.7,17.2,16,403
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,A,Z,20.7,12.9,17.2,16,404
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,A,Z,18.8,11.8,15.6,18,367
SCION,FR-S,MINICOMPACT,2,4,A,Z,9.6,7,8.4,34,197
SCION,FR-S,MINICOMPACT,2,4,M,Z,10.9,7.9,9.6,29,224
SCION,iM,MID-SIZE,1.8,4,A,X,8.3,6.3,7.4,38,173
SCION,iM,MID-SIZE,1.8,4,M,X,8.6,6.6,7.7,37,180
SCION,tC,COMPACT,2.5,4,A,X,10.2,7.6,9,31,211
SCION,tC,COMPACT,2.5,4,M,X,10.2,7.7,9,31,210
SMART,FORTWO CABRIOLET,TWO-SEATER,0.9,3,A,Z,7.5,6.1,6.9,41,157
SMART,FORTWO COUPE,TWO-SEATER,0.9,3,A,Z,7.5,6.1,6.9,41,157
SUBARU,BRZ,MINICOMPACT,2,4,A,Z,9.6,7,8.4,34,197
SUBARU,BRZ,MINICOMPACT,2,4,M,Z,10.9,7.9,9.6,29,224
SUBARU,FORESTER AWD,SUV - SMALL,2,4,A,Z,10.2,8.5,9.4,30,222
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,A,X,9.6,7.5,8.7,32,204
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M,X,10.6,8.4,9.6,29,227
SUBARU,IMPREZA AWD,COMPACT,2,4,A,X,8.5,6.4,7.6,37,177
SUBARU,IMPREZA AWD,COMPACT,2,4,M,X,9.5,7,8.4,34,197
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2,4,A,X,8.5,6.4,7.6,37,177
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2,4,M,X,9.5,7,8.4,34,197
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,A,X,9,6.5,7.9,36,185
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M,X,10.7,7.8,9.4,30,220
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,A,X,11.9,8.2,10.2,28,239
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,A,X,9.3,7.1,8.3,34,196
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M,X,11,8.2,9.7,29,228
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,A,X,12,8.6,10.5,27,246
SUBARU,WRX,COMPACT,2,4,A,Z,12.5,9.5,11.2,25,254
SUBARU,WRX,COMPACT,2,4,M,Z,11.3,8.4,10,28,233
SUBARU,WRX,COMPACT,2.5,4,M,Z,13.8,10.2,12.2,23,285
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2,4,A,X,9.1,7,8.1,35,191
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2,4,M,X,10.2,7.7,9.1,31,214
SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,2,4,A,X,7.9,6.9,7.5,38,175
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4,6,A,X,14.2,11.1,12.8,22,298
TOYOTA,4RUNNER 4WD (PArt-TiMe 4WD),SUV - STANDARD,4,6,A,X,14.2,11.1,12.8,22,298
TOYOTA,AALON,MID-SIZE,3.5,6,A,X,11.4,7.6,9.7,29,225
TOYOTA,CARY,MID-SIZE,2.5,4,A,X,9.4,6.7,8.2,34,192
TOYOTA,CARY,MID-SIZE,3.5,6,A,X,11,7.7,9.5,30,222
TOYOTA,CARY HYBRID LE,MID-SIZE,2.5,4,A,X,5.5,6,5.7,50,134
TOYOTA,CARY HYBRID XLE/SE,MID-SIZE,2.5,4,A,X,5.7,6,5.9,48,137
TOYOTA,COROLLA,MID-SIZE,1.8,4,A,X,8.6,6.5,7.6,37,179
TOYOTA,COROLLA,MID-SIZE,1.8,4,A,X,8.2,6.2,7.3,39,171
TOYOTA,COROLLA,MID-SIZE,1.8,4,A,X,7.9,6.1,7.1,40,166
TOYOTA,COROLLA,MID-SIZE,1.8,4,M,X,8.4,6.4,7.5,38,174
TOYOTA,COROLLA LE ECO (1-Mode),MID-SIZE,1.8,4,A,X,7.7,5.6,6.8,42,160
TOYOTA,COROLLA LE ECO (2-Mode),MID-SIZE,1.8,4,A,X,7.7,6,6.9,41,162
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,A,X,12.5,9.3,11.1,25,260
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,A,X,13,9.8,11.6,24,272
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,A,X,8.6,8.4,8.5,33,198
TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,6,A,X,8.4,8.3,8.4,34,195
TOYOTA,PRIUS,MID-SIZE,1.8,4,A,X,4.4,4.6,4.5,63,104
TOYOTA,PRIUS c,COMPACT,1.5,4,A,X,4.5,5.1,4.7,60,111
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,A,X,5.4,5.8,5.6,50,131
TOYOTA,RA4,SUV - SMALL,2.5,4,A,X,10.1,7.7,9,31,212
TOYOTA,RA4 AWD,SUV - SMALL,2.5,4,A,X,10.5,8.2,9.5,30,220
TOYOTA,RA4 HYBRID AWD,SUV - SMALL,2.5,4,A,X,6.9,7.6,7.2,39,169
TOYOTA,RA4 LE/XLE,SUV - SMALL,2.5,4,A,X,10,7.6,8.9,32,208
TOYOTA,RA4 LIMITED/SE AWD,SUV - SMALL,2.5,4,A,X,10.6,8.1,9.4,30,220
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,A,X,18.8,14,16.6,17,382
TOYOTA,SIENNA,MINIVAN,3.5,6,A,X,13,9.5,11.4,25,267
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,A,X,14.4,10.2,12.5,23,290
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,A,X,12,10,11.1,25,261
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,A,X,12.6,10,11.4,25,267
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,A,X,12.7,10.5,11.7,24,274
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M,X,12.4,11.4,11.9,24,279
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,A,X,13.1,10.5,11.9,24,280
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,M,X,13.6,11.2,12.5,23,292
TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6,M,X,13.8,11.7,12.9,22,300
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,A,X,15.9,12.3,14.3,20,335
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,A,X,17.3,13,15.4,18,360
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,A,X,16.9,12.9,15.1,19,351
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,A,X,18.2,14.1,16.3,17,380
TOYOTA,VENZA,SUV - SMALL,2.7,4,A,X,11.6,9,10.4,27,244
TOYOTA,VENZA,SUV - SMALL,3.5,6,A,X,12.5,9,10.9,26,256
TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,A,X,11.6,9.2,10.5,27,241
TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,A,X,12.8,9.3,11.3,25,263
TOYOTA,YARIS,COMPACT,1.5,4,A,X,7.2,5.6,6.4,44,151
TOYOTA,YARIS (SIL),COMPACT,1.5,4,M,X,7.6,5.7,6.7,42,157
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,A,X,7.8,6.6,7.3,39,170
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,M,X,7.7,6.3,7.1,40,165
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,A,X,9.6,7,8.4,34,196
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M,X,9.5,6.9,8.4,34,196
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,A,X,9.6,7,8.4,34,196
VOLKSWAGEN,BEETLE DUNE,COMPACT,1.8,4,A,X,9.7,7.5,8.7,32,203
VOLKSWAGEN,CC,COMPACT,2,4,A,Z,10.7,7.7,9.3,30,217
VOLKSWAGEN,GOLF,COMPACT,1.8,4,A,X,9.3,6.5,8.1,35,189
VOLKSWAGEN,GOLF,COMPACT,1.8,4,M,X,9.3,6.4,8,35,187
VOLKSWAGEN,GOLF GTI,COMPACT,2,4,A,X,9.5,7.2,8.5,33,198
VOLKSWAGEN,GOLF GTI,COMPACT,2,4,M,X,9.4,6.9,8.3,34,193
VOLKSWAGEN,GOLF R,COMPACT,2,4,A,Z,10.4,7.9,9.3,30,216
VOLKSWAGEN,GOLF R,COMPACT,2,4,M,Z,10.9,7.7,9.4,30,220
VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4,A,X,9.4,6.8,8.2,34,193
VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4,M,X,9.5,6.6,8.2,34,192
VOLKSWAGEN,JETTA,COMPACT,1.4,4,A,X,8.5,6,7.3,39,173
VOLKSWAGEN,JETTA,COMPACT,1.4,4,M,X,8.3,5.9,7.2,39,168
VOLKSWAGEN,JETTA,COMPACT,1.8,4,A,X,9.2,6.4,8,35,186
VOLKSWAGEN,JETTA,COMPACT,1.8,4,M,X,9.4,6.4,8.1,35,189
VOLKSWAGEN,JETTA,COMPACT,2,4,A,X,9.8,7,8.6,33,201
VOLKSWAGEN,JETTA,COMPACT,2,4,M,X,10.1,7.2,8.8,32,207
VOLKSWAGEN,JETTA HYBRID,COMPACT,1.4,4,A,Z,5.7,4.9,5.3,53,124
VOLKSWAGEN,PAAT,MID-SIZE,1.8,4,A,X,9.4,6.3,8,35,187
